Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
B,Cincinnati Bell Inc,CBB,Egan-Jones Ratings Company,6/13/2014,Public Utilities,0.987416437,0.887534408,0.018088871,42.28180444,-0.043519771,-0.045508791,0.82822818,0.13032063,-0.025957386,-0.030868861,0.080833456,0.596450434,1.392224191,-4.11408305,1.321121815,0.043706294,-1.498730964,-0.573579407,0.389023798,-3.11408305,-0.045508791,17.41248167,0.382710053,0.06269393,2.414988814
BBB,Barrick Gold Corporation,GOLD,Standard & Poor's Ratings Services,5/26/2014,Basic Industries,2.153952843,0.967059639,0.833564494,11.21776962,-0.827492616,-0.777201245,0.414943722,-0.695697294,-0.276810511,-0.262672144,-0.765979458,0.334517197,0.577600516,1.584792729,0.572714164,-0.064708299,-0.297711724,-1.260603276,2.401339362,2.767161753,-0.72475453,-3.570602698,4.234308467,0.33838908,3.3852194
BB,"Energizer Holdings, Inc.",ENR,Standard & Poor's Ratings Services,5/31/2016,Miscellaneous,2.408080376,1.405728944,1.073321932,34.78640598,-0.002451581,-0.000429027,0.463471439,-0.000429027,-0.00245459,-0.000602513,0.06655574,1.001227295,7.935797665,-28.11480865,1.036880216,-4.714285714,0.750309023,1.951768489,8.072347267,-27.11480865,-0.000429027,108.9629655,2.601286174,0.099166462,5.241916168
BBB,"Oceaneering International, Inc.",OII,Standard & Poor's Ratings Services,11/14/2014,Energy,2.523128618,1.828364527,0.634207826,77.63250542,0.117041805,0.081392241,0.234778491,0.171692502,0.121971945,0.105157377,0.258399995,1.042122891,2.802544298,1.118519926,0.527972342,0.655155859,0.463974274,3.141660334,4.346795756,2.118519926,0.081392241,6.876160814,6.771195107,0.197222993,22.64102419
BB,ArcelorMittal,MT,Moody's Investors Service,3/25/2014,Basic Industries,1.348325738,0.440578562,0.246958589,22.44952165,-0.032036757,-0.029330312,0.052781974,0.015067976,-0.022660897,0.009015424,-0.051111602,0.707340528,1.550593379,1.187616733,0.526543078,-0.092274678,0.196461825,1.622127511,11.97760503,2.255497761,0.009881672,7.858975663,8.256705907,0.05407855,5.970088861
B,Belden Inc,BDC,Standard & Poor's Ratings Services,3/27/2014,Basic Industries,2.977089694,2.356461951,1.527280696,8.519988227,0.049929127,0.061400266,0.340436586,0.097265939,0.037544431,0.054059103,0.123500223,0.751954481,6.878165772,2.28944188,0.695997061,0.175640894,0.755718374,2.835403797,20.46853274,3.28944188,0.061400266,12.32556871,3.7519318,0.079548404,6.827336078
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,11/30/2015,Technology,1.666603872,1.452540295,0.765423446,70.53057371,-0.059555619,-0.041670809,0.570263824,0.028433523,-0.020591387,-0.016227593,-0.050771393,0.345750531,10.38206089,1.465661657,0.59442935,-0.429192763,0.880964443,1.354889789,1.692866245,2.465661657,-0.041670809,24.59839876,1.537961947,0.252481959,14.66709673
BBB,Cabot Corporation,CBT,Standard & Poor's Ratings Services,6/21/2012,Basic Industries,2.370426829,1.655487805,0.43597561,77.54190845,0.076079948,0.065441651,0.179883946,0.078336557,0.075135307,0.081690141,0.15870881,0.987583572,2.994208494,1.112306658,0.52658389,0.02955665,-0.179487179,-0.541795666,6.609907121,2.112306658,0.065441651,6.094754522,3.018575851,0.062862669,5.518438178
B,Denbury Resources Inc.,DNR,Moody's Investors Service,1/22/2013,Energy,2.502760289,0.292790155,0.159811233,1484.687128,26.069869,26.0733426,1.0,26.069869,0.04716257,0.049931953,0.102711906,0.001809084,0.002494952,1.177826733,0.540826648,0.630906115,1.0,3.662701678,0.255736556,2.177826733,26.0733426,9.718245206,3.662701678,70.01245534,0.0
BB,NVIDIA Corporation,NVDA,Standard & Poor's Ratings Services,12/20/2013,Technology,4.891564735,4.283995562,0.75063382,38737.3413,0.131428762,0.154676263,0.520154275,0.151452084,8.77e-05,0.000121787,0.000116522,0.000667498,0.007428974,1.328218617,1.0,0.150297792,0.777584048,1034.778242,6019.27747,1.328218617,0.154676263,-3.19602702,1330.760636,192.556398,0.005762218
BBB,Owens Corning Inc,OC,Egan-Jones Ratings Company,10/30/2015,Capital Goods,1.376902417,0.085944494,0.085944494,0.0,0.061682243,0.084672897,0.215514019,0.084672897,0.044715447,0.072329555,0.088258893,0.724932249,1.809878214,0.973789783,0.493360434,0.264900662,0.446091644,2.824232082,0.819112628,1.973789783,0.084672897,9.53847012,6.33105802,0.138691589,4.42721519
A,Progressive Corporation (The),PGR,Moody's Investors Service,4/22/2014,Finance,2.432100007,2.432100007,0.010791005,66.50223709,0.064135513,0.094656841,1.0,0.064135513,0.047746249,0.098574679,0.188286614,0.744458829,18.91029243,2.943484934,0.746417188,0.32244186,0.926101374,2.936905358,22.72658988,3.943484934,0.094656841,12.55277177,3.171256885,0.104557287,0.0
BBB,Albany International Corporation,AIN,Egan-Jones Ratings Company,6/2/2015,Basic Industries,2.508915037,1.843198944,0.980392371,77.48962561,0.056012987,0.090562089,0.391275181,0.095740899,0.040560418,0.0797961,0.081881817,0.724125234,1.886409711,1.011506877,0.501053139,0.381496296,1.022744548,1.299430664,2.713244908,2.018761682,0.090562089,16.66947649,1.270532965,0.112962454,13.04251588
AA,Eli Lilly and Company,LLY,Egan-Jones Ratings Company,8/5/2013,Health Care,1.46969697,0.958739878,0.429558352,54.23573644,0.202690249,0.254803553,0.787648563,0.202690249,0.132907029,0.223654779,0.265707771,0.655714963,2.898012664,0.99920029,0.499799993,0.204523458,0.995797733,5.283594573,4.731633844,1.99920029,0.254803553,9.617783176,5.305891343,0.248127685,4.384972751
AA,Stryker Corporation,SYK,Egan-Jones Ratings Company,5/13/2014,Health Care,3.136996613,2.069251035,0.503951825,61.42001995,0.11151757,0.021394524,0.66999224,0.139230684,0.063901417,0.014748586,0.111197082,0.573016579,8.345050879,0.740134851,0.425331894,1.067357513,0.896606575,4.466455362,10.51241416,1.740134851,0.021394524,19.83928599,4.981510829,0.209067731,9.48089172
BBB,Brunswick Corporation,BC,Egan-Jones Ratings Company,7/30/2014,Energy,2.186201533,0.771025442,0.614042884,5.52439628,0.064006044,0.074999349,0.270091437,0.085575846,0.078388208,0.128854675,0.209731114,1.224700102,8.339561156,1.675544174,0.626244257,0.323028829,0.472527473,1.194444444,6.793803419,2.675544174,0.074999349,12.16404198,2.527777778,0.06163545,8.827662256
BBB,"Energizer Holdings, Inc.",ENR,Egan-Jones Ratings Company,8/12/2014,Miscellaneous,1.963985279,0.809936909,0.235541535,43.33432949,0.08547055,0.116931102,0.462073462,0.145946533,0.131664853,0.328994228,0.217115252,1.540470411,8.660705882,0.64899931,0.393571608,0.269052045,0.870850387,3.079110748,1.440670094,1.64899931,0.145566181,24.12107137,3.535751716,0.119484895,5.185961236
A,Omnicom Group Inc.,OMC,Egan-Jones Ratings Company,10/25/2013,Technology,0.949062121,0.762463654,0.220766104,165.9912236,0.067955706,0.069416161,1.0,0.125153416,0.044848792,0.103085226,0.276658106,0.659970949,19.77827502,5.168685797,0.837890917,0.558277361,0.882808181,6.168404789,10.53959058,6.168685797,0.069416161,9.584390313,6.987253766,0.124035791,0.0
B,"Laredo Petroleum, Inc.",LPI,Standard & Poor's Ratings Services,1/30/2014,Energy,1.21120688,1.146899818,0.780225146,42.42130485,0.17737506,0.289372378,1.0,0.322207808,0.044973626,0.081233746,0.092748629,0.253551011,0.301796378,1.062289351,0.515101991,0.387035277,0.907575213,2.498445166,1.614906785,2.062289351,0.289372378,9.259736839,2.752879463,0.548252781,0.0
B,Terex Corporation,TEX,Moody's Investors Service,5/28/2013,Capital Goods,2.222261236,0.396769663,0.396769663,0.0,0.014397692,0.021174677,0.196723096,0.054243101,0.015682903,0.030888951,0.052697116,1.089265068,9.035288331,2.360163371,0.702395423,0.348329049,0.71775573,1.902085222,6.146872167,3.360163371,0.021174677,8.970438724,2.650045331,0.039777367,9.288434304
BB,MSCI Inc,MSCI,Moody's Investors Service,12/12/2013,Miscellaneous,1.26636795,1.049465153,0.712534366,59.73334093,0.214892432,0.291306955,0.682995596,0.358711825,0.071001555,0.114648474,0.141183762,0.330405097,12.1006099,0.988460153,0.497098296,0.407905945,0.874378602,2.332989176,2.984462948,1.988460153,0.291306955,12.18865312,2.668168193,0.30941123,274.0492487
AA,General Electric Company,GE,Egan-Jones Ratings Company,5/14/2014,Energy,1.686754445,1.513810555,0.886301247,53.4535246,0.115217912,0.110589202,0.471799788,0.105960492,0.025629036,0.029028565,0.128877349,0.222439686,2.121914365,4.028567927,0.801136225,-0.041854993,0.52909479,1.733264558,14.93133884,5.028567927,0.110589202,16.82769267,3.275905548,0.195686261,4.683443628
BBB,"Bio-Rad Laboratories, Inc.",BIO,Fitch Ratings,6/15/2012,Capital Goods,3.916567744,2.639401893,1.250734565,70.17794784,0.085951535,0.113700845,0.568060056,0.142344766,0.057550642,0.089382065,0.102195779,0.669570845,5.932827088,0.775753941,0.436858915,0.244903759,1.000900637,9.277228782,29.00770575,1.775753941,0.113700845,8.238512549,9.268880882,0.125301358,6.936278306
BB,Lam Research Corporation,LRCX,Standard & Poor's Ratings Services,12/15/2011,Technology,4.788629316,3.964446153,2.180567774,66.57744264,0.22353818,0.24736008,0.462437915,0.24841299,0.17837755,0.237429694,0.293033773,0.797973527,11.97114894,0.642772725,0.391273068,0.096304547,0.855288368,6.100049381,17.18015203,1.642772725,0.24736008,5.286001181,7.132155202,0.272115979,10.64235268
BB,Owens Corning Inc,OC,Moody's Investors Service,6/15/2012,Capital Goods,1.801762115,6.762114537,0.057268722,0.0,0.051733833,0.066166823,0.192689784,0.066166823,0.036667995,0.053331319,0.074574439,0.708781719,1.837121212,1.033774655,0.508303441,0.209631728,-0.529411765,-1.248979592,50.12244898,2.033774655,0.066166823,8.980886736,2.359183673,0.054170572,4.916666667
BB,Teleflex Incorporated,TFX,Standard & Poor's Ratings Services,10/1/2014,Health Care,1.658860701,0.910522776,0.477612975,54.29950126,0.10200877,0.119635923,0.5122359,0.154830441,0.047188073,0.065854744,0.09819396,0.462588393,5.795933026,1.080906332,0.519440167,0.130162192,0.767190025,5.382923174,7.35836194,2.080906332,0.119635923,12.86071096,7.016414447,0.157754078,14.0000624
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,9/2/2015,Public Utilities,0.608254249,0.307879055,0.004266902,44.60413081,0.119375461,0.141781411,1.0,0.177342021,0.031083936,0.041424582,0.104293655,0.260387989,0.341797019,2.355226766,0.701957552,0.152612183,-0.187213039,-1.45625,0.186607143,3.355226766,0.141781411,6.251640371,7.778571429,0.267764937,0.544234592
BB,IHS Markit Ltd.,INFO,Moody's Investors Service,6/28/2016,Technology,0.989583333,104.846875,0.304166667,118.3447099,0.136967846,0.199838333,1.0,0.226603197,0.027373901,0.052353069,0.069286688,0.199856399,3.545859873,1.531122217,0.604918327,0.314606742,0.96509672,2.514964973,549.5225862,2.531122217,0.216813364,20.06863674,2.605920133,0.42716005,0.0
A,Eversource Energy,ES,Egan-Jones Ratings Company,11/10/2015,Public Utilities,0.875909679,0.807503203,0.008009593,35.58219431,0.111379418,0.179258581,1.0,0.221772768,0.028973023,0.05168337,0.085585935,0.260129059,0.000399892,1.953987045,0.66147448,0.378666186,-0.210750514,-0.945726822,5.164180712,2.953987045,0.179258581,10.63597711,4.487423572,0.17901395,3.792804242
B,PBF Logistics LP,PBFX,Standard & Poor's Ratings Services,5/4/2015,Energy,6.147502356,61.43378888,3.337653157,85.18864138,0.320469597,0.26674694,1.0,0.320469597,0.040535498,0.034107676,-0.132750867,0.126487812,0.381024476,-4.274928716,1.305350158,0.0,-5.238768499,-2.452219541,15.40685617,-3.274928716,0.26674694,43.24365241,0.468090839,0.15187638,0.0
BB,AMC Networks Inc.,AMCX,Moody's Investors Service,6/15/2012,Consumer Services,2.527626701,1.460348174,0.627072947,88.13844938,0.106465972,0.177319803,0.641368783,0.274905051,0.057901933,0.114478257,-0.121942729,0.543853889,18.61254584,-3.106021726,1.47482891,0.400018992,0.939776596,3.4620614,3.115280805,-2.106021726,0.177319803,3.620281161,3.683919576,0.214889441,6.914390066
BB,Universal Corporation,UVV,Moody's Investors Service,6/15/2012,Consumer Services,3.080376539,1.078723375,0.275215624,47.63118373,0.060884058,0.067100209,0.197677489,0.099007321,0.070275739,0.100581982,0.132054831,1.154255169,8.119679953,0.879095585,0.467829094,0.454065488,0.278302409,0.650556178,9.360610503,1.879095585,0.067100209,4.269627441,2.337587307,0.021083971,9.685720187
B,Service Corporation International,SCI,Moody's Investors Service,6/17/2013,Consumer Services,0.694482461,3.943024091,0.224962631,0.0,0.063284465,0.101922811,0.217893026,0.16585445,0.015753078,0.026498836,0.113583718,0.24892488,1.468819408,6.210255639,0.861308662,0.372626515,0.686853751,1.175725041,7.532895713,7.210255639,0.101922811,8.577985886,1.711754562,0.153183535,5.043712528
BB,Boston Scientific Corporation,BSX,Egan-Jones Ratings Company,10/28/2014,Health Care,1.267041462,0.621925509,0.206254392,58.50880759,-0.016124661,-0.06897019,0.700542005,-0.040785908,-0.006982749,-0.03585517,-0.018429611,0.433047764,4.897146649,1.639306179,0.621112545,0.766208251,0.795902285,0.762667069,0.443253039,2.639306179,-0.06897019,54.92425236,0.95824209,0.17195122,8.435114504
BBB,Valero Energy Corporation,VLO,Moody's Investors Service,9/7/2016,Energy,2.017291066,1.156580211,0.578290106,0.0,0.030254167,0.042057125,0.128167171,0.047211832,0.049574427,0.084079799,0.114312825,1.638598315,2.858076458,1.30588294,0.566326641,0.240414833,0.734854772,7.68329718,20.89370933,2.30588294,0.042057125,6.337180754,10.45553145,0.063706895,10.37627812
A,Deere & Company,DE,Egan-Jones Ratings Company,2/27/2015,Capital Goods,0.582614089,0.365083467,0.195720709,36.28959345,0.095964806,0.145540049,0.248331311,0.145540049,0.05156841,0.114249649,0.349039947,0.537367941,5.909987448,5.768042375,0.852191209,0.338961851,0.702695035,6.82369146,10.43250689,6.768483778,0.145540049,9.840252335,9.710743802,0.106947816,2.896305822
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,7/10/2014,Consumer Services,2.978426642,2.667997671,0.866816405,97.95544501,0.112056784,0.188259695,0.987634173,0.24651501,0.051390102,0.092669574,0.186331222,0.458607681,4.26243308,2.625819261,0.724200263,0.40477549,0.841781225,0.516495644,0.352502103,3.625819261,0.188259695,11.327185,0.613574678,0.224807675,0.092964746
BB,Brunswick Corporation,BC,Moody's Investors Service,6/23/2014,Energy,1.708300306,0.830257049,0.403691541,34.17620579,0.197864952,0.059061093,0.261144695,0.078250804,0.263804102,0.112953215,0.740755008,1.33325331,6.292489479,1.807973806,0.643871322,-2.37630662,0.129335685,0.24122807,4.048245614,2.807973806,0.059061093,10.16137861,1.865131579,0.043755627,9.101077313
BB,JetBlue Airways Corporation,JBLU,Egan-Jones Ratings Company,1/8/2015,Transportation,0.619834711,0.365702479,0.176136364,0.0,0.068935878,0.10709988,1.0,0.088533608,0.051154484,0.105539556,0.158560696,0.742058936,0.958003953,2.099644128,0.677382319,0.356340289,0.199561404,0.617577197,2.402443163,3.099644128,0.10709988,8.142872619,3.094672548,0.156781846,9.192307692
A,Fluor Corporation,FLR,Fitch Ratings,6/15/2012,Basic Industries,1.531367973,0.909813284,0.562851178,19.29381022,0.025393177,0.042846709,0.049138035,0.042846709,0.071790591,0.226135144,0.174856024,2.827160665,25.37085456,1.43563985,0.589430268,0.303178428,0.619938433,3.197674216,13.08890383,2.43563985,0.042846709,6.69935177,5.158051258,0.038054566,12.81643075
BBB,"Owens & Minor, Inc.",OMI,Standard & Poor's Ratings Services,7/19/2016,Health Care,1.896353121,0.765071455,0.179278163,22.75129633,0.011188129,0.017744971,0.122108132,0.020527631,0.040028303,0.102513555,0.113315306,3.577747712,50.71736092,1.830879611,0.646752905,0.369504237,0.891394824,2.72751379,3.036157989,2.830879611,0.017744971,10.93110541,3.059826821,0.019225107,11.37012454
AAA,Microsoft Corporation,MSFT,Standard & Poor's Ratings Services,8/15/2016,Technology,2.352881716,2.215694863,0.109675354,78.18922879,0.196882325,-0.003809189,0.615799344,0.236544773,0.086724421,-0.002419289,0.233315277,0.440488606,4.648071475,1.690306541,0.628295146,-9.086153846,0.749647412,3.152302839,14.28895899,2.690306541,-0.003809189,18.51835547,4.205047319,0.390588373,4.752102059
BB,Canadian Solar Inc.,CSIQ,Fitch Ratings,9/22/2016,Technology,1.018730385,0.343919995,0.13733672,51.20491448,0.0228788,0.03072296,0.146223833,-0.014909862,0.012073193,0.052004106,0.073783658,0.527702222,6.170885378,5.094735843,0.833649798,-0.205076721,1.0,-4.834005162,15.28914304,6.111362175,0.03072296,-53.08916761,-4.834005162,-0.097464212,5.5346545
B,"Cogent Communications Holdings, Inc.",CCOI,Standard & Poor's Ratings Services,4/1/2014,Consumer Services,2.465454368,2.334780854,2.121633471,32.12613405,0.162909256,0.020078798,0.568292914,0.132634441,0.075074725,0.01142774,0.292978521,0.460837689,1.019889036,2.902492093,0.743753485,-7.113496493,0.400972499,0.711226425,6.606604368,3.902492093,0.020078798,14.91219644,1.77375363,0.235218217,10.65576678
BB,Eagle Materials Inc,EXP,Moody's Investors Service,7/25/2016,Capital Goods,3.151224407,1.197522162,0.04470557,38.37426497,0.133443872,0.191738989,0.202552357,0.133443872,0.081009325,0.124359773,0.146648202,0.607066656,0.910923269,0.810263221,0.447594146,0.304033715,0.663001802,3.561752154,0.488911145,1.810263221,0.191738989,16.69673707,5.37216059,0.232417017,13.68893926
BB,Las Vegas Sands Corp.,LVS,Moody's Investors Service,12/22/2015,Consumer Services,1.464712769,1.39900533,0.884484819,39.59156984,0.168220264,0.224313706,0.96555064,0.243100867,0.093686404,0.141545188,0.288442234,0.55692698,0.742990717,2.078805693,0.67519873,0.090082239,0.556911638,2.411349147,2.735352119,3.078805693,0.224313706,11.00513957,4.329859502,0.295160415,3.647018332
BBB,Jabil Inc.,JBL,Egan-Jones Ratings Company,1/13/2014,Technology,1.196489664,0.471339112,0.207911753,25.50705288,0.02025872,0.018818018,0.074159888,0.027891201,0.040582356,0.080446744,0.159073382,2.003204359,7.654411967,2.919767035,0.744882798,0.046289964,0.392977447,2.348795643,4.979778036,3.919767035,0.018818018,5.699189698,5.976922244,0.06619927,5.142630561
A,"Applied Materials, Inc.",AMAT,Moody's Investors Service,9/21/2015,Technology,2.438388626,1.765139547,1.263033175,65.71435966,0.142561342,0.165441557,0.409152086,0.175276944,0.089952966,0.138835795,0.180874819,0.630977267,10.82847534,1.01077105,0.502678338,0.138297872,0.815133276,0.780889621,4.089785832,2.01077105,0.165441557,10.68717054,0.957990115,0.120405839,3.113475177
BB,Commercial Metals Company,CMC,Moody's Investors Service,5/6/2013,Basic Industries,2.485569294,1.354721939,0.291213072,44.68359724,0.026503876,0.020795075,0.091908733,0.020795075,0.060293277,0.064088906,0.166470898,2.274885318,7.873286238,1.761019217,0.637814908,-0.283734559,0.4190966,0.708946936,2.264953408,2.761019217,0.020795075,8.251376934,1.691607461,0.025036023,16.41286721
BB,"Ascena Retail Group, Inc.",ASNA,Standard & Poor's Ratings Services,6/3/2016,Consumer Services,1.32353351,0.452556779,0.335237564,5.380499282,-0.049303546,-0.050094734,0.555747569,-0.048907951,-0.081215489,-0.109463148,-0.155984454,1.647254519,4.105042735,0.920624465,0.479336009,0.015793849,0.275446325,0.730627306,1.562115621,1.920624465,-0.050094734,-104.3902532,2.652521525,0.089799913,8.935092127
BBB,BRF S.A.,BRFS,Standard & Poor's Ratings Services,5/15/2014,Consumer Non-Durables,1.56976055,0.823269322,0.370756283,43.95368421,0.038233018,0.042878992,0.248669366,0.067782276,0.032815849,0.115140401,0.072493535,0.858311763,2.567781104,1.206296784,0.546057712,0.108350818,0.556693886,2.117543442,4.124940239,2.209101269,0.099192083,6.760028978,3.80378426,0.119431399,5.681443383
B,"Advanced Disposal Services, Inc.",ADSW,Standard & Poor's Ratings Services,10/20/2016,Public Utilities,0.661429452,0.568083795,0.003696858,47.606436,-0.021643172,-0.039940196,0.383810337,0.093905738,-0.009021039,-0.01842183,-0.036648583,0.41680762,0.859924085,3.062567812,0.753850263,0.458110517,0.278481013,0.950148884,0.017275434,4.062567812,-0.039940196,8.694471764,3.411898265,0.168731311,10.00578035
B,"Kratos Defense & Security Solutions, Inc.",KTOS,Standard & Poor's Ratings Services,3/30/2016,Capital Goods,1.858468677,1.457076566,0.165313225,114.8714047,0.0301324,-0.067873992,0.24623345,-0.006848273,0.021919628,-0.061020659,0.077891424,0.727443817,11.69217082,2.55350118,0.718587402,0.255605381,1.0,-0.505962521,0.756388416,3.55350118,-0.067873992,24.671375,-0.505962521,-0.0451986,10.25465839
BBB,Cabot Corporation,CBT,Moody's Investors Service,9/6/2016,Basic Industries,2.736180905,1.648241206,0.502512563,69.03359602,0.061800083,0.067606802,0.23973455,0.103691414,0.048948752,0.061602419,0.116954474,0.792049934,1.868992248,1.389324961,0.581471748,0.208588957,0.714285714,4.487179487,3.205128205,2.389324961,0.067606802,9.644282238,6.282051282,0.162588138,5.035714286
A,Canadian National Railway Company,CNI,Moody's Investors Service,10/31/2013,Transportation,0.791433147,0.591273018,0.26501201,28.13002364,0.246997636,0.339385343,0.486808511,0.366241135,0.086596161,0.142635098,0.201652127,0.3505951,0.403210432,1.328649734,0.570566588,0.272220674,0.458568207,1.899054641,0.772694636,2.328649734,0.373144208,11.50466692,4.141269739,0.335508274,3.674339878
BBB,Nabors Industries Ltd.,NBR,Egan-Jones Ratings Company,3/20/2014,Energy,2.09987769,1.453897443,0.297321843,83.03510232,0.022753846,0.017256135,0.352760356,0.017256135,0.011511857,0.009785787,0.023451162,0.50593015,0.715532543,1.037131145,0.509113587,-0.519790882,0.169238547,0.815882685,1.723875016,2.037131145,0.017256135,7.066498347,4.820903386,0.230529835,7.299249146
BBB,Carpenter Technology Corporation,CRS,Moody's Investors Service,2/21/2013,Basic Industries,2.254962108,1.038975099,0.380728979,63.7270173,0.059742692,0.092965939,0.192734263,0.103563859,0.046122232,0.090952932,0.1098025,0.772014613,2.194138006,1.380684907,0.579952812,0.355249205,-0.072364317,-0.246284501,4.704883227,2.380684907,0.092965939,8.102551888,3.403397028,0.079016119,6.936467598
A,S&P Global Inc.,SPGI,Egan-Jones Ratings Company,5/20/2014,Finance,1.23777403,1.070404722,0.650084317,73.29948718,0.28225641,0.276102564,0.675076923,0.288205128,0.227025243,0.364868528,1.057647963,0.804322719,19.57831325,3.658724058,0.785348952,0.329123328,0.856617647,2.546448087,5.683060109,4.658724058,0.276102564,13.1844131,2.972677596,0.167384615,7.232876712
BBB,"Valmont Industries, Inc.",VMI,Standard & Poor's Ratings Services,8/28/2015,Capital Goods,3.346988438,0.95231262,0.95231262,0.0,0.015318123,0.03551344,0.237132884,0.050285919,0.016719401,0.045751483,0.043679452,1.091478469,4.918268734,1.612500966,0.617225022,0.50992936,0.833002163,9.738878392,14.98943662,2.612500966,0.03551344,12.30158904,11.69130024,0.103961398,11.10044282
B,Ion Geophysical Corporation,IO,Standard & Poor's Ratings Services,5/1/2013,Energy,1.786206666,1.072570867,0.291061591,62.26506079,0.120298223,0.164697321,0.826735599,0.141600974,0.077158557,0.141846328,0.127014855,0.641393985,15.58441905,0.646153846,0.392523364,0.275221208,0.912012586,0.989749745,0.865822427,1.646153846,0.164697321,88.49773287,1.085236937,0.321253161,3.178750697
B,"U.S. Silica Holdings, Inc.",SLCA,Standard & Poor's Ratings Services,3/29/2016,Basic Industries,5.232965514,4.261684025,3.30175886,33.32512687,0.018457547,0.000181963,0.230055258,0.04148127,0.010705211,0.00011418,0.030892815,0.579990962,1.145747653,1.885773635,0.653472473,-100.4358974,0.127593833,0.147083083,5.603741752,2.885773635,0.000181963,14.14149284,1.152744451,0.095634607,9.97493502
BBB,Valero Energy Corporation,VLO,Moody's Investors Service,6/15/2012,Energy,1.256846081,0.161158325,0.080579163,0.0,0.016589013,0.0263678,0.081500472,0.029209363,0.048851179,0.11045719,0.127260549,2.944791155,5.004051317,1.605066066,0.616132576,0.369054786,0.41679049,2.989342806,3.637655417,2.605066066,0.0263678,3.684305715,7.172291297,0.032050926,12.21695524
A,"Dominion Energy, Inc.",D,Egan-Jones Ratings Company,5/1/2013,Public Utilities,0.662115162,0.30748422,0.031946412,45.18941419,0.02306576,0.037959215,1.0,0.088291453,0.006447756,0.01271913,0.028576836,0.279537982,0.42547038,3.432059046,0.774371237,0.293762575,-0.001933768,-0.013964043,1.337057078,4.432059046,0.037959215,18.93055329,7.221155525,0.315970366,3.296394019
BB,Colfax Corporation,CFX,Moody's Investors Service,2/27/2013,Capital Goods,1.812724912,1.153449124,0.410434911,459.746334,0.006569156,-0.039869223,0.346267335,0.037361262,0.0007431,-0.005580036,0.002381884,0.113119557,1.007002919,2.20533406,0.688020037,-0.558220293,0.741290921,0.97094216,11.05648439,3.20533406,-0.039869223,64.56926539,1.309799072,0.082425237,0.647907596
CCC,"HC2 Holdings, Inc.",HCHC,Moody's Investors Service,11/6/2014,Capital Goods,1.661723457,1.32558686,0.539876503,101.5308309,-0.026287908,-0.067989434,0.458331354,-0.024853956,-0.019987417,-0.071577198,-0.181734376,0.760327388,2.349297491,8.092439416,0.890018514,0.614427727,-0.588588589,-0.109280754,5.719752648,9.092439416,-0.067989434,-351.3051791,0.185665771,0.006691169,3.698165447
BB,Allegiant Travel Company,ALGT,Standard & Poor's Ratings Services,6/24/2016,Transportation,1.017440304,0.895417383,0.224244983,4.37992597,0.174596811,0.274696796,1.0,0.294490203,0.163039281,0.359967982,0.629631005,0.933804457,1.424684686,2.861836259,0.741055826,0.364528624,0.308404974,6.658452993,19.65933936,3.861836259,0.274696796,6.944603311,21.58996632,0.289471141,40.93427437
B,Teleflex Incorporated,TFX,Moody's Investors Service,6/15/2012,Health Care,4.724069858,3.211407823,2.155250602,68.33130902,0.211476665,0.09726073,0.470165366,0.211476665,0.082395646,0.04070602,0.163248995,0.389620507,6.069226555,0.981281821,0.495276245,0.181569975,0.562813924,1.433125108,14.42156984,1.981281821,0.09726073,6.741968817,2.54635688,0.06745324,12.07401777
AA,Intel Corporation,INTC,Egan-Jones Ratings Company,7/26/2013,Technology,2.364681604,1.122346698,0.418189858,24.80515292,0.182514988,0.239261592,0.598030659,0.233190408,0.1041599,0.160058383,0.165133205,0.570692306,1.67710322,0.585381763,0.369237099,0.237173896,0.482720447,2.017907445,2.343259557,1.585381763,0.239261592,6.427712444,4.18028169,0.394171663,7.136072752
B,Enersys,ENS,Moody's Investors Service,6/15/2012,Consumer Non-Durables,2.152735713,1.235926674,0.234848093,86.22527695,0.057738964,0.077091845,0.22899094,0.093569639,0.062036101,0.110963024,0.116414237,1.074423522,5.704261219,0.876556324,0.467108987,0.251036687,0.216050432,0.334554355,2.204891222,1.876556324,0.077091845,7.394650413,1.548501207,0.038921089,6.014828405
BB,Harsco Corporation,HSC,Moody's Investors Service,3/14/2013,Consumer Services,1.672654982,1.153354507,0.149394189,71.92878046,-0.083588475,-0.08311901,0.839861747,-0.057383115,-0.085555999,-0.108271745,-0.313622601,1.023538216,2.405589844,2.66569973,0.727200787,-0.139231857,-0.332584134,-0.820319476,1.675339815,3.66569973,-0.08311901,29.8109877,2.466502133,0.065291472,2.202393906
